id,density
mp-27431,3.999058935
mp-1114486,2.98535248
mp-1102254,3.925939756
mp-567681,4.78146983
mp-531170,7.706464468
mp-29751,4.128007489
mp-27639,3.414813937
mp-29286,5.828476623
mp-568937,3.783593096
mp-1208995,6.335648487
mp-1214491,4.889401371
mp-1025442,6.345170582
mp-620372,3.863422112
mp-1206472,3.640910728
mp-568108,3.919671065
mp-567913,5.509344632
mp-1206321,6.158544887
mp-1192469,4.216492215
mp-583193,3.887909222
mp-15557,3.863183932
mp-867193,7.478776966
mp-22977,3.266698364
mp-2667,6.514133851
mp-505034,3.771764789
mp-29405,4.348900477
mp-571222,3.485262633
mp-1209437,4.078840552
mp-7446,2.759205791
mp-30033,4.346426649
mp-23347,3.987063632
mp-505014,4.297142395
mp-1112961,3.37559413
mp-1104268,3.508696154
mp-1070599,4.286410772
mp-27172,3.358868788
mp-1193894,3.557071122
mp-540939,5.978415093
mp-2095,4.371662671
mp-1079600,3.257549324
mp-574040,3.512804889
mp-28233,2.673234319
mp-7595,3.421301973
mp-31002,4.677043955
mp-1209523,3.519394682
mp-23517,4.866516604
mp-1205761,3.719601149
mp-27399,3.092712383
mp-9008,5.837093862
mp-559134,4.20588861
mp-16905,5.255348511
mp-22882,5.484593778
mp-1191507,6.035577824
mp-998603,4.58131397
mp-8622,5.684812717
mp-1205533,5.550129465
mp-1091384,5.794436546
mp-570219,4.17609558
mp-669496,6.212422616
mp-18305,3.637339098
mp-1104686,5.725533062
mp-560635,3.242245483
mp-2884,3.648009472
mp-1197848,4.022063069
mp-1205629,4.255907612
mp-619015,3.735832856
mp-1078203,5.634762772
mp-581738,4.393429938
mp-1225880,5.624528025
mp-28230,5.569979139
mp-8714,3.150416702
mp-1213805,4.738505896
mp-998762,6.532403137
mp-583463,2.605780161
mp-29238,8.485687279
mp-570609,3.588020037
mp-540574,4.696030007
mp-7038,7.34295387
mp-1095499,3.718595711
mp-7392,4.242825439
mp-1206497,4.334530188
mp-581864,4.093830647
mp-1193140,2.814827626
mp-569193,3.78073652
mp-1210192,3.107628851
mp-662549,4.78617375
mp-1070498,5.684717195
mp-28013,4.463106049
mp-14338,6.809662545
mp-568560,6.055751177
mp-647343,3.30505646
mp-1205560,4.418159552
mp-16238,5.473006204
mp-18612,2.896945483
mp-28198,3.705752838
mp-541722,4.219007174
mp-17154,3.010214029
mp-29716,3.663596225
mp-5874,8.353968527
mp-1080232,3.996180524
mp-29694,4.299729976
mp-862868,5.137049314
mp-23021,4.048743483
mp-8393,6.50891167
mp-619510,4.925722571
mp-23472,4.314390776
mp-1198778,4.583708151
mp-9731,5.618064738
mp-540578,3.158651223
mp-23376,3.335787539
mp-27167,4.846051244
mp-553303,4.519096219
mp-1209179,2.707992832
mp-1694,8.640733209
mp-31285,4.178002804
mp-28247,4.739769225
mp-9145,3.743982557
mp-28557,4.430965333
mp-27691,4.232346831
mp-1211784,4.223558944
mp-7774,5.727519165
mp-27666,4.889512785
mp-29496,3.713193693
mp-998555,4.00386389
mp-573568,4.137562339
mp-1195087,8.485038538
mp-23036,3.435450098
mp-28435,2.070629439
mp-7786,3.866354154
mp-27802,4.638070407
mp-510075,6.027537433
mp-1193319,3.137171635
mp-4030,6.150666465
mp-9010,5.347005454
mp-28877,4.855885838
mp-1202488,4.096681473
mp-10621,3.504782324
mp-8249,4.02379938
mp-556488,4.531991479
mp-27637,4.972529824
mp-22874,3.123231297
mp-1114496,3.563804528
mp-27831,2.765656664
mp-1206558,5.654227246
mp-22963,3.396983773
mp-7929,5.233950664
mp-27857,4.066309296
mp-27138,3.307793481
mp-27369,2.589097118
mp-752602,4.420556784
mp-15988,5.207161259
mp-8857,4.858152872
mp-567604,2.935253791
mp-29090,6.042612372
mp-1211977,3.553386331
mp-28601,3.500933437
mp-1188913,2.817298426
mp-1201920,4.105778165
mp-9462,4.541328801
mp-567583,2.838169767
mp-22867,3.164377303
mp-27146,3.741645773
mp-28048,3.886981939
mp-9794,3.608259061
mp-17638,3.691309697
mp-23317,3.02408136
mp-1114494,3.978920628
mp-650442,8.30230498
mp-30532,5.412390637
mp-22951,5.208380718
mp-1189438,4.583900607
mp-28921,8.020976669
mp-28947,3.130125751
mp-31018,7.194391091
mp-32780,6.755789083
mp-3075,4.99283979
mp-510076,5.732189043
mp-685014,4.186662623
mp-17912,3.640193401
mp-573316,6.985202953
mp-541037,4.435068562
mp-1178386,4.996869661
mp-29103,3.185839038
mp-27827,2.663452093
mp-16543,4.537144413
mp-1078709,6.763987844
mp-1102093,5.187026949
mp-1114379,4.194276622
mp-1213905,3.734266776
mp-570123,3.558407908
mp-23182,3.491033091
mp-1212660,3.935224482
mp-1209667,4.261378925
mp-1205862,3.828608427
mp-28268,6.570341371
mp-1203015,4.098239816
mp-27283,5.652095404
mp-31045,4.857177777
mp-23488,7.850274722
mp-22872,2.628791677
mp-7436,4.34535729
mp-1213104,3.618270263
mp-569060,3.73814529
mp-1193021,4.299988154
mp-29750,3.758600409
mp-27400,4.305013735
mp-27456,4.585943633
mp-11639,2.896970579
mp-569862,3.51729078
mp-28920,7.871390291
mp-567510,5.642838776
mp-13992,6.300736598
mp-561710,3.500195584
mp-27205,4.468099386
mp-29909,4.813126469
mp-867168,6.563641706
mp-540921,3.677938173
mp-1210931,2.118285813
mp-1206689,4.740432904
mp-638729,3.004516239
mp-34292,8.360618744
mp-571184,4.667449086
mp-1114343,3.687156806
mp-984872,4.585929108
mp-510240,5.136570068
mp-29333,3.903067443
mp-31508,5.242923569
mp-20282,5.68089776
mp-1193194,4.191046315
mp-3553,6.109467086
mp-558749,4.087534152
mp-28490,6.785807043
mp-16911,2.447103331
mp-1114687,3.490136311
mp-29487,3.408206016
mp-34361,8.582264421
mp-18105,4.544177202
mp-17095,4.534886035
mp-1114625,2.69255408
mp-15556,3.517579132
mp-1190733,3.565284335
mp-29168,4.16199902
mp-1200171,3.310925825
mp-23008,7.347367754
mp-1225059,2.612963994
mp-27938,6.554030438
mp-29520,5.433153111
mp-27688,3.934886535
mp-1114619,2.844528999
mp-27747,5.456716071
mp-1209575,4.378412231
mp-28600,3.817079239
mp-557772,4.488869373
mp-1209467,3.044891389
mp-27828,2.963362056
mp-23311,5.323818697
mp-696114,3.222759738
mp-616023,4.348726293
mp-1205559,5.269404827
mp-567998,2.996497795
mp-1012551,4.276509891
mp-1206523,3.810663549
mp-1272139,4.018762051
mp-570262,3.256767005
mp-567504,2.461543956
mp-570504,8.292856477
mp-1209522,4.338399109
mp-1077361,7.956711768
mp-632490,4.890059246
mp-979264,5.233299853
mp-998758,8.086717957
mp-1105647,5.532925306
mp-22932,3.313602217
mp-541662,4.130425762
mp-616141,4.288168827
mp-1203522,3.692907232
mp-1193606,4.250164981
mp-18003,3.223740814
mp-556417,3.594560605
mp-9322,4.40797303
mp-570423,5.106296133
mp-505721,2.837764294
mp-676313,4.152691189
mp-29920,5.481969247
mp-865799,11.13891146
mp-28320,6.644791908
mp-18365,4.442215425
mp-557059,3.051831605
mp-20740,8.561994464
mp-1211803,4.674137658
mp-541283,3.673829294
mp-7470,4.043743542
mp-573631,3.824496868
mp-572767,5.416932107
mp-1080693,5.982770599
mp-617543,5.148206886
mp-638749,5.848389066
mp-5970,5.570134459
mp-14797,6.94688546
mp-12307,4.509615456
mp-569811,8.298091898
mp-1025267,3.456466534
mp-541487,9.252518493
mp-5033,5.634976363
mp-14336,5.019431134
mp-28529,3.535791056
mp-28562,3.660312535
mp-27770,3.489842692
mp-1103228,12.23369964
mp-1209562,4.317250984
mp-1213701,4.536040546
mp-542140,6.488255706
mp-720,7.625370989
mp-2231,4.900134264
mp-23280,2.068586949
mp-17172,5.701471747
mp-27126,2.55865483
mp-541656,4.949101321
mp-1213736,4.023292386
mp-9272,8.187477566
mp-568397,3.547440176
mp-582648,5.221772515
mp-560878,3.436705385
mp-569484,3.040127608
mp-7435,4.03755472
mp-27366,2.775236327
mp-22913,5.147661877
mp-10402,6.057885965
mp-30097,4.696825388
mp-540818,5.506312828
mp-22930,3.001037146
mp-7547,4.755527899
mp-867799,7.260609549
mp-540760,1.929660885
mp-9251,9.499054996
mp-1112960,4.606939936
mp-27514,2.178647665
mp-998567,3.056734998
mp-28672,3.467980062
mp-1209518,4.121753488
mp-570884,4.305102807
mp-13445,5.320339137
mp-1114376,3.902892345
mp-18585,4.492912443
mp-568350,2.70429928
mp-861937,6.915214223
mp-1112606,4.499657474
mp-9910,3.960402214
mp-8198,4.098521933
mp-680058,4.255836798
mp-561902,5.735604038
mp-29637,3.04848316
mp-30231,2.470666252
mp-540997,2.440718188
mp-1078265,3.791482973
mp-689925,3.929267522
mp-29384,3.337969304
mp-27780,2.538048413
mp-8479,5.951824419
mp-23266,3.569317779
mp-971673,6.022076048
mp-28189,2.25931008
mp-1207486,2.514287885
mp-1190089,4.384345435
mp-505031,4.678217734
mp-11051,3.891966455
mp-12024,3.832459351
mp-1540546,5.306470153
mp-571440,3.38687783
mp-22945,5.830210988
mp-1193877,4.327169405
mp-561455,4.231851223
mp-14339,4.87339896
mp-29705,3.073305231
mp-1206528,4.52736471
mp-1226457,4.405173265
mp-29296,4.284525976
mp-1209881,3.454906329
mp-14241,5.858134751
mp-9064,3.597212065
mp-554310,7.12551493
mp-23290,5.133821904
mp-30945,3.257315863
mp-29531,5.627651415
mp-8201,4.008533696
mp-1205648,4.126911802
mp-1196426,8.14200288
mp-672705,6.016415012
mp-998428,3.944387229
mp-862871,4.436947078
mp-28432,5.634084055
mp-1079718,3.953071669
mp-1542038,4.2052135
mp-570340,4.33165703
mp-610491,5.863707886
mp-504957,3.99181094
mp-28967,4.917148847
mp-610706,3.930462479
mp-574430,4.112824798
mp-1208560,4.054016999
mp-23536,2.775237129
mp-510565,4.755911479
mp-28334,6.784910117
mp-18691,4.791425681
mp-4112,6.427091232
mp-567789,3.895564781
mp-4009,4.818884355
mp-1114712,3.594052633
mp-1227372,12.11700466
mp-8033,9.335509927
mp-29898,9.177070689
mp-29047,7.142313104
mp-1192595,4.979617242
mp-649327,4.731435237
mp-1103397,5.027274424
mp-542448,4.181002821
mp-30230,3.058570483
mp-998604,3.933732341
mp-1195122,2.292003802
mp-1120763,3.868070056
mp-567878,3.986865276
mp-1079364,4.389808162
mp-1078965,4.891782935
mp-1213692,6.321478348
mp-1192856,4.396260171
mp-1114689,3.734276305
mp-1101765,9.985920628
mp-27194,4.96952879
mp-561947,6.34533723
mp-558111,3.419808746
mp-1097014,3.718323312
mp-1190209,4.346004338
mp-23318,5.400460848
mp-1206058,3.980078397
mp-1209452,3.278258635
mp-16863,2.74584115
mp-541832,4.126975072
mp-570306,4.628862767
mp-22859,6.83755268
mp-1209612,3.897776983
mp-28011,5.948521089
mp-608516,2.694365583
mp-572797,5.319965074
mp-4405,4.396741042
mp-28486,4.134200604
mp-27786,2.233398927
mp-27501,3.597696512
mp-7482,5.756701494
mp-23276,4.038728523
mp-638104,6.057258893
mp-1190915,3.082861384
mp-1213054,4.997070006
mp-1185329,9.606508999
mp-505397,3.062183495
mp-573514,4.258995196
mp-557912,3.769681679
mp-1095371,6.793191951
mp-28330,3.06048269
mp-8934,4.242272978
mp-10802,3.635765031
mp-22849,4.787148955
mp-17217,6.892595261
mp-864789,10.12295581
mp-558258,6.122227628
mp-23070,4.947718751
mp-1189259,4.251860536
mp-567414,4.165574418
mp-30953,3.090430946
mp-30194,3.768753941
mp-11651,10.01324892
mp-1209530,4.586505898
mp-15573,6.44070907
mp-22870,4.737182879
mp-1112970,4.307885452
mp-1196619,4.541994639
mp-28348,4.915204602
mp-353,6.784390643
mp-27199,6.970285589
mp-1209500,4.070258049
mp-23324,5.82135527
mp-29408,3.079804539
mp-567716,3.268173791
mp-567318,6.796826249
mp-1206039,3.63196034
mp-3419,4.834676516
mp-7642,3.49917674
mp-22856,6.478231083
mp-27304,2.364226624
mp-637251,3.792131497
mp-239,3.755479119
mp-1190647,3.838322361
mp-561051,3.419379789
mp-30971,4.987957537
mp-23408,7.225973014
mp-1120741,3.561597089
mp-570186,3.628374966
mp-1206350,4.294973857
mp-28134,3.853976423
mp-8411,4.032090592
mp-18501,6.512595588
mp-9273,6.198840928
mp-1229208,6.103763213
mp-22971,4.312449749
mp-29903,5.323625433
mp-1213743,3.570741326
mp-861950,6.217298773
mp-558702,4.569037585
mp-998592,3.825768024
mp-504729,4.114337318
mp-27499,4.073834137
mp-645172,4.370427074
mp-510283,4.156889619
mp-1080428,4.070716968
mp-1113508,4.424072504
mp-680182,9.103738282
mp-1227426,10.13408416
mp-22908,4.180392275
mp-1209238,3.355011921
mp-1187958,8.40269081
mp-12181,4.333303584
mp-559798,4.655344723
mp-28175,2.696789123
mp-1193652,4.319477937
mp-28520,4.921817752
mp-568778,5.240968494
mp-1214988,3.687880104
mp-9384,6.51168775
mp-573697,3.175106447
mp-27632,2.535485862
mp-1080614,5.525669474
mp-27424,5.555600764
mp-10485,4.539449071
mp-556911,4.0672978
mp-29541,3.834836071
mp-23281,4.293227467
mp-7643,3.617116149
mp-22964,6.856774346
mp-7773,5.670564772
mp-569512,2.571858554
mp-9063,3.347842978
mp-1207914,5.108999236
mp-28703,5.40674637
mp-8890,3.765028065
mp-31038,4.039938235
mp-1213536,3.284948997
mp-569578,4.301490816
mp-7297,4.453971248
mp-23292,5.199394405
mp-505564,4.007465823
mp-17401,4.731864136
mp-3879,5.204328453
mp-1226687,4.670441278
mp-569149,2.50554878
mp-582753,8.300979598
mp-9262,4.825221209
mp-1195594,4.197042015
mp-1105094,5.61420303
mp-29555,4.350222592
mp-541610,3.641964924
mp-9385,7.181322659
mp-680308,3.597965698
mp-8190,5.078245973
mp-865521,4.347721177
mp-29501,4.227171383
mp-28319,6.667264498
mp-1222392,4.686436138
mp-10481,6.162885005
mp-23386,4.805949829
mp-9386,7.036771639
mp-638061,2.53372462
mp-505300,4.079780817
mp-1213069,6.13370474
mp-23515,2.210477016
mp-567928,6.219293315
mp-1196138,8.112073068
mp-27647,3.790952669
mp-27549,4.407316797
mp-1209189,3.971051242
mp-559961,6.433406189
mp-998512,4.422255894
mp-569814,2.595818698
mp-1213722,3.54145148
mp-27208,2.659428175
mp-1209488,4.033937915
mp-30111,5.091367096
mp-679989,3.785177259
mp-29829,6.680716754
mp-1193337,4.105183916
mp-13682,4.276525017
mp-15685,3.605263032
mp-1219787,5.980320902
mp-570417,5.243866019
mp-27342,3.504833568
mp-1102536,3.784482624
mp-1205521,4.69423577
mp-998612,3.151274799
mp-23353,5.723582169
mp-637194,2.947963674
mp-569225,5.19132784
mp-29834,3.86674633
mp-574224,3.913501054
mp-1105368,3.252423827
mp-1025227,2.669520202
mp-29337,6.199362196
mp-1220891,3.163807404
mp-23225,2.37830319
mp-540695,3.52250235
mp-27779,3.778982884
mp-8931,3.824932562
mp-583213,5.308103351
mp-571464,3.589224359
mp-1226852,3.765577342
mp-679999,4.795026418
mp-638558,4.180182819
mp-1112964,3.048646319
mp-1205774,5.30110993
mp-1069706,4.02979483
mp-570679,4.819862675
mp-753192,9.036668044
mp-23485,5.456795813
mp-1209508,3.201704331
mp-1209072,4.829304176
mp-23067,2.648031661
mp-555908,4.438895529
mp-22925,5.324385941
mp-1095372,6.152763186
mp-1214000,3.539183109
mp-1097916,2.836287025
mp-583553,3.791334529
mp-29266,3.096558202
mp-1214632,4.186607864
mp-29263,3.95896429
mp-572598,3.09858668
mp-8397,4.081815101
mp-865909,10.47177269
mp-1179727,2.756336907
mp-629690,6.836898425
mp-1205604,2.471274594
mp-1080149,7.187224322
mp-541772,7.698496352
mp-1198690,5.099233128
mp-34460,6.072211435
mp-1205332,5.340963636
mp-1105248,11.51254443
mp-22232,6.651771153
mp-16234,6.213272205
mp-613910,4.543539886
mp-1228976,5.794227228
mp-1066781,2.419080472
mp-8217,3.894137804
mp-1185537,5.231957769
mp-29312,4.361795191
mp-573763,3.989103532
mp-20919,3.585207889
mp-1223306,8.152134734
mp-1199220,11.04180417
mp-1198931,6.123551148
mp-23474,6.449788674
mp-504630,4.501929865
mp-560901,3.59843464
mp-1200759,4.150698025
mp-29440,5.021626943
mp-662556,5.0349986
mp-28985,2.309726896
mp-27735,2.379437043
mp-1212122,2.986582929
mp-620029,3.361677952
mp-1084770,5.446885148
mp-15684,3.151241232
mp-1216061,6.1869917
mp-1209327,6.209473929
mp-27648,4.914376253
mp-1025039,6.186391317
mp-961663,6.429621465
mp-18062,4.215325575
mp-28079,2.695294851
mp-571453,2.524831297
mp-760417,3.419683639
mp-1209443,3.203360473
mp-30252,3.893978425
mp-7374,5.771651892
mp-28570,3.715767039
mp-555218,4.505710072
mp-1213797,3.481070388
mp-27430,3.593924563
mp-28270,2.494129832
mp-28384,3.438822651
mp-14088,3.836182261
mp-1214796,4.352061122
mp-1209546,2.969630563
mp-7494,4.706442994
mp-28372,2.949457547
mp-16060,6.679895017
mp-1097015,4.145998245
mp-559031,5.732632633
mp-11902,4.836848328
mp-541771,7.398257648
mp-505366,7.209653513
mp-30041,5.05844564
mp-867335,4.695916458
mp-1204773,4.015307073
mp-18099,4.490683411
mp-1188957,5.694609583
mp-28174,2.376390824
mp-862983,2.654916881
mp-20250,6.46237567
mp-30253,3.950367897
mp-1194583,4.924032147
mp-28129,4.337349121
mp-1215840,8.340480514
mp-570355,2.963400155
mp-556291,4.005013914
mp-8716,3.084566046
mp-5707,3.507441672
mp-28238,5.25546182
mp-1221487,2.410239845
mp-541001,4.09633276
mp-1190907,3.96613868
mp-8812,3.569573502
mp-28218,4.988942101
mp-865625,2.785914206
mp-580999,2.532026387
mp-607267,4.492084896
mp-1211377,2.503036354
mp-17443,4.122525264
mp-867341,6.763500032
mp-1198796,3.906562456
mp-540805,3.996791263
mp-28805,9.337151376
mp-984696,8.080665001
mp-1194813,4.424609343
mp-10381,3.311058587
mp-7670,3.268850033
mp-562726,3.22286396
mp-1209463,4.086402213
mp-27729,2.479112139
mp-555321,4.923117726
mp-555269,5.594825372
mp-1105400,11.15783019
mp-28671,3.891584455
mp-1205121,5.437064894
mp-11652,11.17633398
mp-10477,6.020934524
mp-569854,4.281186197
mp-20580,4.456932433
mp-18246,2.974036382
mp-28326,3.387164078
mp-29114,5.394356917
mp-571379,2.614255394
mp-22506,4.442507928
mp-1211270,4.370619403
mp-622262,5.064017098
mp-28719,5.801833016
mp-865716,4.773053221
mp-1205863,4.871010197
mp-17361,3.780835651
mp-1206444,4.085630397
mp-31307,5.132330094
mp-29662,7.705508342
mp-1192722,5.390709229
mp-1219236,5.29783706
mp-1209492,3.134787066
mp-1209428,3.133289483
mp-1209416,3.153744569
mp-23218,4.24351572
mp-541879,2.801587112
mp-1197980,6.589479441
mp-1196224,5.206075345
mp-1195597,5.050866251
mp-1114665,2.429131657
mp-971787,4.065954415
mp-361,6.02816479
mp-569561,2.505711732
mp-1209613,3.358480511
mp-1208662,4.208344453
mp-1203917,3.030017612
mp-28214,3.824505644
mp-554737,5.324509624
mp-616140,4.157624524
mp-866291,4.917995434
mp-531064,4.033632985
mp-567542,5.115016118
mp-568522,5.041193925
mp-556424,4.111199921
mp-541259,3.172592488
mp-22947,3.073018572
mp-20742,5.189887176
mp-1213600,3.931598617
mp-947,9.253936493
mp-28468,5.264477135
mp-755419,9.181338615
mp-28192,3.052857717
mp-1228614,5.738495648
mp-1195624,4.009674196
mp-1199244,2.872673203
mp-1213084,2.96258228
mp-1104183,6.868343281
mp-30946,3.852053942
mp-1214853,3.450881619
mp-10487,3.888459867
mp-1114374,3.763984772
mp-27365,6.169071786
mp-1095265,8.240649411
mp-23004,2.933541531
mp-22737,4.779259891
mp-27445,3.653377433
mp-30954,3.645220843
mp-14206,4.241942425
mp-29403,4.386591442
mp-862968,8.078911011
mp-1209455,3.088093038
mp-541880,3.646932639
mp-21276,7.333909255
mp-540675,2.28801557
mp-1183951,6.282842801
mp-1178399,3.720569095
