id,density
mp-1192824,2.391408323
mp-2865,3.183819823
mp-510347,4.830963434
mp-1206712,10.76563328
mp-30930,3.204476226
mp-867231,3.984248352
mp-1200233,5.986792595
mp-8446,2.692751492
mp-3414,4.572258024
mp-29304,3.057108607
mp-650280,3.098732601
mp-557668,5.133091776
mp-650137,6.524721328
mp-23544,7.65410398
mp-10492,3.255424098
mp-22841,4.250552618
mp-28099,2.434063666
mp-2706,4.46895959
mp-29096,6.456344326
mp-14448,4.972888203
mp-1541564,5.487735921
mp-28873,3.944049285
mp-17254,5.968784991
mp-23228,1.914661179
mp-30130,7.774078605
mp-1209188,3.561758125
mp-18536,4.553779458
mp-23209,3.008534475
mp-22939,7.213106012
mp-1209372,3.816936387
mp-1100896,8.029012431
mp-862945,5.967401003
mp-1208033,11.98178455
mp-27474,5.603557088
mp-676250,7.526713327
mp-30219,2.201932254
mp-999119,6.614429443
mp-28825,2.587617432
mp-1209489,5.840251644
mp-30978,2.783257741
mp-27976,4.833179288
mp-1177695,2.557003561
mp-1208712,4.152465346
mp-561236,7.451627302
mp-7580,7.887312383
mp-4971,3.777948165
mp-27664,2.060699639
mp-29377,2.909258822
mp-571518,2.879023507
mp-8756,2.765962318
mp-8830,5.814512761
mp-23434,1.991594271
mp-27240,3.081365993
mp-16313,10.82453859
mp-542550,3.456781054
mp-645945,2.897221501
mp-1213367,3.800338168
mp-1213982,2.6328196
mp-27935,2.196263188
mp-28360,2.208796241
mp-675237,4.092370742
mp-23370,5.969061899
mp-29666,7.096959355
mp-1214710,3.141836328
mp-2418,5.936576683
mp-21166,5.087232871
mp-34202,7.468816519
mp-1078195,3.206838289
mp-863695,3.715234851
mp-4618,3.656519907
mp-568644,2.890814474
mp-27353,2.803422155
mp-28276,3.733139273
mp-1105827,7.741533411
mp-622491,7.380340627
mp-31075,6.831710959
mp-570411,2.936165457
mp-27331,3.44970908
mp-4226,3.206621052
mp-1214351,3.174396283
mp-20199,4.538091505
mp-582723,3.753981415
mp-1222651,2.744526535
mp-13308,10.41004676
mp-1207642,10.22492752
mp-29391,2.637284141
mp-23024,4.555674942
mp-1207082,3.424699487
mp-28936,3.79771944
mp-29241,3.708802391
mp-23005,7.517304167
mp-6960,3.446573269
mp-29692,2.472444512
mp-999269,5.188229336
mp-568896,3.062805688
mp-996959,7.883911706
mp-755536,4.008391552
mp-9071,2.657099954
mp-13271,10.09474791
mp-1189310,8.911104012
mp-27532,5.82375203
mp-27971,4.657227918
mp-1213680,3.720989504
mp-28579,6.712235158
mp-28994,2.224353472
mp-1017508,7.71294276
mp-10783,5.47748476
mp-27227,6.820705436
mp-29395,3.433300366
mp-28488,5.979502193
mp-12178,3.4763559
mp-541629,4.821531596
mp-1747,2.450267348
mp-1211639,4.14298041
mp-11836,9.275445091
mp-5414,3.493647162
mp-28171,2.772863926
mp-14435,3.06962915
mp-568318,5.607998538
mp-8994,3.831981395
mp-1078191,5.206359499
mp-3074,3.875734367
mp-10089,5.136328539
mp-17905,6.400418612
mp-1210200,4.2873657
mp-1203382,4.157056973
mp-1120733,2.552798645
mp-7667,2.032253641
mp-27421,4.462876298
mp-505798,3.203227369
mp-6973,3.336635097
mp-655,2.337789923
mp-10785,5.788441033
mp-1105453,5.659563882
mp-12984,7.363188307
mp-9846,3.273907511
mp-288,9.865040708
mp-31263,4.632884223
mp-28763,5.543655052
mp-27788,2.468375205
mp-542654,4.213035344
mp-532120,2.964396313
mp-27921,1.915109175
mp-662572,4.838948282
mp-23288,2.650775665
mp-558772,3.136085442
mp-35659,5.973277765
mp-556049,4.231338397
mp-684034,5.433495086
mp-1213268,4.099513984
mp-27210,5.188858735
mp-1196071,5.439626922
mp-20096,3.828596073
mp-1024047,3.123724413
mp-861867,3.948301911
mp-10784,5.551988414
mp-18994,3.337570575
mp-616190,8.615723291
mp-17869,3.878125222
mp-3551,7.162296394
mp-5710,8.780327726
mp-27195,5.21414729
mp-985477,4.784792544
mp-571260,3.877024254
mp-1008561,7.516631094
mp-15999,4.475015846
mp-1192634,6.773048905
mp-29387,4.095422708
mp-23251,2.624472422
mp-13946,3.725273407
mp-22791,6.877458588
mp-10250,5.020979881
mp-551203,4.483095346
mp-27477,3.04431132
mp-540629,2.464472118
mp-22934,3.203375889
mp-9845,3.099822655
mp-20273,4.896614523
mp-1213261,3.683994536
mp-5055,2.172363639
mp-2530,3.39913657
mp-9816,2.723976097
mp-13948,4.956427183
mp-28085,3.066337436
mp-29722,4.314273127
mp-1191613,3.085174407
mp-18073,3.102309318
mp-542964,7.110345466
mp-15643,3.887710143
mp-559228,3.89111176
mp-555414,5.389044548
mp-5900,4.991297339
mp-267,8.405141492
mp-1100429,3.390248444
mp-17523,3.135993317
mp-753574,3.456812557
mp-997394,4.138735984
mp-540759,1.916188033
mp-1079679,3.278764613
mp-1078600,7.538512712
mp-28464,5.866164251
mp-541059,6.806563304
mp-776264,2.76127455
mp-4024,7.277007716
mp-16327,10.99781907
mp-16376,11.14920839
mp-569702,3.278374933
mp-1212343,4.049580977
mp-9698,3.531379324
mp-1100409,3.730397493
mp-19341,7.173078215
mp-541687,3.093453311
mp-2201,7.886316966
mp-29992,5.384515335
mp-29295,4.147069229
mp-10780,5.020442677
mp-555117,6.773666436
mp-1210155,2.904863415
mp-28273,2.784516526
mp-9082,4.671920313
mp-11703,2.996772222
mp-27866,2.799904258
mp-28774,3.544854844
mp-1209363,5.185654059
mp-10955,6.566221135
mp-15668,3.245401127
mp-28812,7.775905613
mp-1266,2.577942676
mp-4194,3.903330984
mp-15380,3.735481542
mp-568018,4.292221537
mp-1103189,5.845042859
mp-1202615,5.990357703
mp-1221125,5.044502608
mp-1212840,7.706770043
mp-9565,3.812302628
mp-27449,3.904090201
mp-1208058,7.549559802
mp-5081,5.923616197
mp-8248,3.857665262
mp-23307,2.249320467
mp-562263,5.43770569
mp-14447,4.618978461
mp-9075,5.418019254
mp-4584,7.461706951
mp-29626,3.093213186
mp-1188344,2.798435932
mp-3529,2.133954137
mp-1203061,3.575872685
mp-1210452,1.902935844
mp-581963,5.44300004
mp-29505,5.167703532
mp-1228823,9.922421574
mp-866311,8.503313517
mp-1078726,5.160259783
mp-28136,8.114685396
mp-13459,5.11075224
mp-1209652,4.075261141
mp-1209201,3.15300652
mp-16684,5.478761155
mp-1209497,3.368539384
mp-505490,3.965983436
mp-29566,3.747998371
mp-1196161,4.842261725
mp-28757,3.03912251
mp-19793,8.530731545
mp-762,6.203726718
mp-542135,2.558219787
mp-1105893,9.181000239
mp-542810,2.878089468
mp-10782,5.306350274
mp-5222,8.676083165
mp-557483,7.595058353
mp-562480,5.275099597
mp-3739,6.68586369
mp-1253,4.805294025
mp-10495,5.638046379
mp-16314,11.41446054
mp-30149,3.915512582
mp-3751,5.861846602
mp-1194660,2.922941694
mp-1105955,9.014268816
mp-541688,3.446830462
mp-779716,4.884474934
mp-29177,4.572643948
mp-21943,4.011984612
mp-571637,4.343211512
mp-23392,2.406700968
mp-1111491,2.679539859
mp-29417,3.133901877
mp-27346,3.66681567
mp-29842,4.583570066
mp-12904,7.370991467
mp-541348,6.24443248
mp-22007,4.537911506
mp-17146,1.937518432
mp-11792,6.525224573
mp-20726,3.855279645
mp-9797,4.52273914
mp-5737,6.329607519
mp-17649,5.685527929
mp-8426,2.236225841
mp-1192586,7.303236004
mp-1180946,3.247866366
mp-1212394,2.971532302
mp-17228,3.325506881
mp-27292,5.241141192
mp-567874,3.055421659
mp-3719,2.92546809
mp-27922,4.112266268
mp-984555,5.075948499
mp-30300,3.73776555
mp-28407,2.567987007
mp-16329,11.27931942
mp-7467,3.708570433
mp-17951,4.628633698
mp-1226384,5.763541289
mp-18625,3.62369662
mp-10246,4.899563892
mp-1536,3.351462491
mp-558168,4.219377533
mp-1203699,4.122402503
mp-18100,3.363289727
mp-11742,5.198135941
mp-1212308,7.950027274
mp-1206278,8.570513008
mp-2074,3.352100285
mp-675801,2.046514114
mp-999491,4.785949602
mp-28062,4.182527209
mp-773137,3.812705901
mp-28888,7.535506301
mp-16061,3.912533412
mp-541689,3.824841502
mp-560085,7.84972653
mp-8799,2.717555619
mp-551873,5.208164713
mp-28603,3.0149992
mp-561751,5.244774242
mp-18633,2.714647482
mp-1001604,7.227154256
mp-9680,3.517580223
mp-18411,3.365266151
mp-1104293,3.34398737
mp-756122,5.68440283
mp-867570,4.076915646
mp-1007663,7.401355496
mp-569175,2.457165527
mp-27452,2.014980833
mp-581024,3.290420831
mp-5588,4.208370166
mp-573150,4.494788155
mp-755293,4.634545273
mp-8751,2.852130023
mp-23442,3.132262093
mp-10809,4.416421291
mp-1190125,3.729149804
mp-1201357,6.280653592
mp-676330,4.452049135
mp-1214395,4.771484791
mp-30293,4.44625814
mp-1213445,3.7373062
mp-3817,5.676613183
mp-554765,3.783466766
mp-1208468,9.546123912
mp-675037,6.137452627
mp-27443,5.519078568
mp-18112,4.75974102
mp-5053,2.91895543
mp-867339,3.932823772
mp-1210441,3.900723662
mp-28278,3.547809137
mp-864982,3.592237189
mp-554764,5.04493305
mp-14715,5.872866531
mp-1007907,7.440629391
mp-556061,3.716267527
mp-1196514,1.899963021
mp-1228096,4.390583922
mp-1213210,6.265191655
mp-1205638,4.013737366
mp-29057,4.635853425
mp-554855,3.088170448
mp-30309,5.708122865
mp-557397,2.80277081
mp-8195,5.069263827
mp-3785,6.757657626
mp-1206682,9.791968094
mp-573812,3.838974872
mp-11793,6.964571017
mp-8406,4.668867628
mp-1211382,2.815802697
mp-561533,4.871832825
mp-19815,7.419597892
mp-28859,3.481322028
mp-1212265,4.977267534
mp-5114,2.716529498
mp-13595,5.200386362
mp-8570,4.140306572
mp-14716,5.902270651
mp-1214384,4.260252469
mp-22736,4.630719679
mp-8300,4.982529482
mp-672376,3.858685902
mp-4807,3.694457292
mp-1025250,2.678946593
mp-11980,3.540660311
mp-1212072,9.393560659
mp-1220784,4.993751678
mp-510273,4.714323988
mp-1007908,7.317320751
mp-8291,4.121344532
mp-1225956,6.455352619
mp-29169,5.978980879
mp-14941,6.146956268
mp-998739,6.652308462
mp-530714,5.182237728
mp-683925,3.678484019
mp-18196,6.615996438
mp-1025154,8.671121956
mp-569132,2.463214679
mp-22356,5.489327022
mp-541349,6.375048407
mp-753257,3.390075731
mp-1211446,3.133723141
mp-653633,2.226107051
mp-15567,3.797569384
mp-676329,4.50708431
mp-1214786,6.951908855
mp-27805,3.958012475
mp-1232317,3.271185367
mp-4026,3.115617102
mp-1226308,5.77742489
mp-8013,3.238061632
mp-1105333,10.73552941
mp-1226185,2.622469678
mp-28007,5.706250501
mp-1188666,8.208906248
mp-1193604,2.988046243
mp-28044,3.959802152
mp-31286,2.895821354
mp-22946,3.155400097
mp-541236,3.836677296
mp-765559,3.966881884
mp-7738,6.125472663
mp-1227319,8.690341445
mp-12902,7.457798999
mp-30997,5.815866761
mp-999132,6.929277338
mp-768232,4.0669204
mp-9368,4.910606398
mp-540850,4.454444859
mp-27286,6.926346204
mp-1199702,3.972281589
mp-21365,4.405657293
mp-17148,3.364064279
mp-1189897,4.657025858
mp-28341,2.260420682
mp-999121,7.2266114
mp-1111145,2.761620845
mp-645690,6.785997664
mp-680450,3.827094124
mp-555805,1.818611416
mp-7388,5.502712406
mp-30109,5.305328368
mp-4057,3.212913102
mp-23221,5.032489367
mp-4841,5.324087338
mp-694888,5.569085002
mvc-10438,5.115027535
mp-9919,5.159037618
mp-29052,6.017342441
mp-1101989,4.001561877
mp-9576,3.851244774
mp-1210332,3.845837753
mp-29955,6.687216337
mp-684,3.672623075
mp-571143,2.277426164
mp-28355,3.638843517
mp-510528,7.233257381
mp-1209182,2.795304894
mp-542374,3.342551901
mp-645692,7.327353584
mp-685928,3.490016176
mp-1217848,5.984127601
mp-1147776,2.498679876
mp-29525,4.722466863
mp-22937,3.363729668
mp-8753,2.708215561
mp-1213617,3.471003085
mp-8930,3.116954897
mp-28769,4.02700019
mp-541226,3.529830591
mp-542011,3.082650158
mp-867730,5.382433226
mp-1226868,5.27782502
mp-28391,1.548383853
mp-9566,4.083897669
mp-27125,2.177511673
mp-505373,4.683893021
mp-30023,2.126366995
mp-23222,4.992100295
mp-28358,1.983596002
mp-5808,5.001390939
mp-1206883,2.850278628
mp-18361,2.736965463
mp-1208458,7.520371603
mp-542099,5.230194677
mp-23862,4.916341024
mp-36508,5.146962317
mp-304,2.99132768
mp-7489,4.740526826
mp-559808,4.455223073
mp-27562,6.1886625
mp-29816,8.606011099
mp-27271,6.481555456
mp-8778,6.07015313
mp-28555,2.809847469
mp-11790,6.367859806
mp-27975,4.632192477
mp-556425,3.945459474
mp-541355,5.328201095
mp-646337,6.690873958
mp-1193169,6.517586718
mp-1193984,6.969714421
mp-972199,5.000819685
mp-7639,2.947476463
mp-1200540,6.408775691
mp-540584,4.226372608
mp-680191,4.052367424
mp-4697,5.405418922
mp-29690,6.698110753
mp-5881,6.929478523
mp-1106352,2.430887726
mp-21521,6.074785003
mp-541347,6.449919346
mp-1212008,5.823734841
mp-675011,3.204677713
mp-1206095,8.875292575
mp-19795,4.77141557
mp-8161,4.366992164
mp-19140,2.54664297
mp-605034,2.978737062
mp-1120789,2.419281404
mp-27355,7.652770186
mp-1225724,6.084492779
mp-27928,2.9527181
mp-1271282,3.396809424
mp-1200242,5.758092196
mp-25773,3.932420158
mp-978,4.212174375
mp-641,2.83380927
mp-676749,3.525665268
mp-1209543,4.081615295
mp-27182,3.947033396
mp-540792,2.7751497
mp-4975,4.489971853
mp-5942,2.724050377
mp-1199667,7.71354218
mp-1210536,3.769636834
mp-29302,4.003491753
mp-27193,4.364068894
mp-754815,3.481606379
mp-18262,6.100108723
mp-1080771,1.942158045
mp-1207599,7.742296269
mp-14802,6.638584439
mp-1018768,6.42284342
mp-1210506,3.789897824
mp-669359,5.927289579
mp-572510,3.127503002
mp-1214812,4.785586681
mp-17112,3.967406639
mp-27506,3.422469181
mp-12021,4.162058029
mp-1200526,6.309157214
mp-28471,2.360690369
mp-1194339,2.850831519
mp-17213,4.790552197
mp-540540,4.892737002
mp-540914,2.737476569
mp-3361,4.580934381
mp-28975,5.054839734
mp-674338,4.025999699
mp-1192415,6.631964215
mp-27228,6.682960494
mp-541114,4.666435371
mp-1208476,8.614277624
mp-571579,4.783532095
mp-17173,6.241247104
mp-28566,4.192521313
mp-1210309,3.736450726
mp-27913,4.880569855
mp-28627,2.401788381
mp-570106,2.559379081
mp-1111695,2.662339822
mp-1207670,4.919047297
mp-1225940,2.714740551
mp-9781,2.475675996
mp-1211124,2.353973538
mp-5693,3.184247083
mp-1209447,3.371112769
mp-1205877,6.514735042
mp-1213252,2.928956484
mp-1212039,3.756627404
mp-1209295,6.674275288
mp-1226739,5.753298277
mp-1208951,4.225957843
mp-1019089,2.789971331
mp-1214275,3.050673494
mp-556091,3.663557671
mp-1207511,4.814916863
mp-1210529,3.837460615
mp-1209859,3.288740126
mp-1219778,4.183739948
mp-17512,5.95719794
mp-1208030,12.87446279
mp-9538,4.67509725
mp-17273,6.463370869
mp-3664,6.013809274
mp-568588,6.657148087
mp-3006,3.072073756
mp-1096933,4.423020962
mp-28890,2.826528753
mp-976892,6.585816628
mp-1211986,5.314457303
mp-1214215,4.156183862
mp-27161,4.047196708
mp-1192674,6.700987179
mp-570738,3.911288897
mp-755428,3.246622586
mp-28734,3.353513319
mp-1207668,7.071515231
mp-510366,2.70727624
mp-554576,4.347002152
mp-1193673,2.874607307
mp-669313,3.066199945
mp-1018766,4.415858512
mp-556560,3.260685633
mp-1206719,9.399885042
mp-17927,6.382715455
mp-3172,8.647011699
mp-13984,4.726393425
mp-7505,3.000090755
mp-1218560,4.467922639
mp-28691,6.235201565
mp-504636,2.661617759
mp-1226825,5.463008702
mp-3654,3.288665924
mp-21801,4.659621535
mp-36407,6.879913249
mp-542067,2.763520053
mp-1216740,6.28585526
mp-22871,2.56222437
mp-997024,5.776614092
mp-1095520,4.775957151
mp-561799,4.7328999
mp-754656,4.038914241
mp-29934,5.397809973
mp-29369,3.896650713
mp-545482,4.702191063
mp-31012,3.959539849
mp-9364,4.285754412
mp-582146,3.607373614
mp-1212919,9.842151566
mp-1019612,4.773748668
mp-1209763,4.349454657
mp-4578,3.44471618
mp-23419,4.617282264
mp-572702,3.560054424
mp-1190761,2.321501683
mp-27207,2.054825768
mp-7232,5.481734956
mp-1175,2.960340716
mp-21386,10.69132339
mp-756316,2.498958432
mp-1278131,4.46656613
mp-557726,6.196467216
mp-996983,9.117951665
mp-1197952,5.736891167
mp-1206101,5.040406888
mp-3032,2.911778522
mp-27318,3.47129185
mp-18301,3.00653028
mp-17283,3.181800323
mp-17989,2.020887206
mp-29831,2.959106944
mp-8176,7.592668816
mp-17928,6.543121019
mp-1198114,4.896544481
mp-15503,4.729596445
mp-28166,2.40328152
mp-1190624,7.509371488
mp-1079149,5.297975563
mp-9899,5.705283828
mp-18224,3.984558445
mp-752936,3.067869215
mp-5830,2.477527588
mp-3372,3.433271018
mp-1001780,6.400668442
mp-1188392,3.291763601
mp-1224178,6.057492886
mp-3167,6.60311154
mp-1114156,3.040536789
mp-23321,3.314941236
mp-27931,4.151815837
mp-17153,6.284706066
mp-17564,3.726766148
mp-676109,2.590613993
mp-5045,3.414484776
mp-632229,2.376161273
mp-505121,5.652292937
mp-28710,3.334155101
mp-541975,3.439397958
mp-28267,3.49059637
mp-30092,1.556442585
mp-28361,2.211783186
mp-23184,1.398672086
mp-2030,6.065015751
mp-28428,3.954864943
mp-18309,4.600372695
mp-17786,5.987768972
mp-18505,6.065526929
mp-1222351,2.998150286
mp-29657,3.104419804
mp-14761,6.48801074
mp-690511,2.800169805
mp-1193960,5.954588747
mp-27700,4.972065192
mp-10194,11.70752398
mp-556735,6.772657195
mp-3345,4.403425515
mp-549720,5.133429394
mp-6949,4.445092933
mp-30031,3.385258566
mp-18378,3.142339111
mp-28302,2.123003358
mp-27317,3.460529771
mp-23543,8.812156721
mp-30282,4.935584427
mp-1211757,2.654828944
mp-1206230,6.266352071
mp-557257,3.236477072
mp-13947,4.657619043
mp-1206717,8.959959192
mp-13313,6.354772015
mp-561093,2.977479656
mp-1204655,5.276147212
mp-581533,5.683330062
mp-1205641,4.71971319
mp-30022,2.371092535
mp-14017,2.244518259
mp-29091,4.546920007
mp-9775,3.712403677
mp-7561,7.52450059
mp-553896,2.789705072
mp-541745,2.804223413
mp-640889,7.384697721
mp-7104,3.970085136
mp-1193757,5.800896708
mp-31040,2.585316226
mp-17410,6.026517476
mp-1013558,3.744326761
mp-29993,5.260201709
mp-18139,2.887050449
mp-9366,4.75757776
mp-18217,2.778659098
mp-7046,4.675971126
mp-17964,3.793146843
mp-1207495,5.020973497
mp-558482,2.707465316
mp-37153,3.264040327
mp-1210098,3.189884141
mp-1539330,2.757887854
mp-961685,2.709004489
mp-14624,2.830879446
mp-561426,5.200506263
mp-579058,4.209671555
mp-504598,5.022167798
mp-756490,1.9868426
mp-757,2.454984738
mp-38916,6.718164132
mp-9900,4.60898379
mp-1227150,2.967751307
mp-13868,4.473437548
mp-540828,3.311934847
mp-998427,5.443771323
mp-7657,3.228343717
mp-31039,4.05729224
mp-27352,6.996670268
mp-5838,3.755866619
mp-27133,4.037435658
mp-1205446,8.673429269
mp-20205,7.982014075
mp-11006,3.222718996
mp-1225120,6.20714224
mp-1091363,3.377755
mp-30299,3.747074357
mp-1190898,8.185268556
mp-1199798,5.276986068
mp-15792,5.602616469
mp-1181942,4.220145859
mp-31132,9.225223884
mp-770463,5.054746717
mp-1219835,5.527316575
mp-1147618,2.183718606
mp-573358,4.107083965
mp-16818,4.675640247
mp-1221310,4.084972809
mp-9263,5.374104951
mp-29602,4.067263072
mp-28167,5.423727643
mp-9367,4.834386853
mp-8267,1.953133348
mp-1208021,5.192292369
mp-14002,4.89950351
mp-20076,2.804552353
mp-1193797,6.263538756
mp-1205449,2.227112506
mp-561664,3.963945967
mp-1181462,6.998870021
mp-1105637,6.248554942
mp-640341,3.027068022
mp-22916,3.120798709
mp-17984,6.670740648
mp-38605,7.114758679
mp-571442,4.01172799
mp-5587,4.384201256
mp-680048,5.275004618
mp-540771,4.220670619
mp-29557,5.055378011
mp-673833,3.063332873
mp-28858,3.982126073
mp-23910,3.874840379
mp-680329,3.205285046
mp-697025,2.881675169
mp-1078834,3.530654633
mp-555758,5.988952542
mp-652663,2.483896031
mp-1211682,6.432189863
mp-14673,3.51251495
mp-999447,5.335012925
mp-28851,4.329451077
mp-607436,3.500602886
mp-1102961,2.487246925
mp-5072,5.169951548
mp-541785,3.863443867
mp-27277,1.726184053
mp-640885,7.260446091
mp-999319,6.716380489
mp-505747,5.081926057
mp-28069,2.586208709
mp-7984,4.360236121
mp-1228670,2.78389155
mp-867149,5.044123369
mp-542120,5.258274949
mp-707060,2.394381006
mp-1205511,3.488214303
mp-16897,5.293506322
mp-23309,2.136561368
mp-29388,3.279142101
mp-567710,5.88178489
mp-30457,11.20576748
mp-530564,4.538299584
mp-1209286,4.366871846
mp-5079,3.43245693
mp-1115,7.821289821
mp-10779,4.818375189
mp-30530,4.276229673
mp-35388,5.306946168
mp-10418,4.412898992
mp-540830,5.09280989
mp-680284,3.295813216
mp-28903,3.135730853
mp-28437,2.987564731
mp-680246,3.218967184
mp-706,8.970179705
mp-581143,3.570195552
mp-570935,3.316300301
mp-4648,3.258349053
mp-636675,4.400761115
mp-27218,3.214954523
mp-19963,8.367357889
mp-29372,4.288325628
mp-1541531,2.738094218
mp-1206843,9.015694894
mp-32633,7.535942851
mp-1087532,5.469055679
mp-9321,4.933313591
mp-1203586,5.484523088
mp-28717,4.363769252
mp-1213221,10.62701045
mp-13923,3.244563465
mp-341,5.807856049
mp-1192803,6.862547983
mp-22976,3.138703543
mp-569842,4.237719038
mp-28398,3.088899682
mp-9036,4.927868016
mp-1205394,3.276514205
mp-543045,6.638152969
mp-1173369,6.697837072
mp-1192805,6.431460273
mp-12955,7.132665076
mp-29027,6.295539037
mp-680170,2.854720567
mp-16096,7.657721755
mp-18421,3.884353569
mp-7421,3.62185567
mp-2833,8.271921448
mp-567228,3.207874082
mp-31237,3.369254042
mp-570008,5.539938282
mp-7198,4.22515569
mp-560553,4.587660938
mp-1095656,8.482931001
mp-1205336,5.545244709
mp-7979,3.373015195
mp-1201162,2.59501435
mp-1205627,4.981197939
mp-639662,2.842188572
mp-8405,4.804447889
mp-543039,6.781657532
mp-8708,5.576466639
mp-510293,7.340013469
mp-20694,5.613397227
mp-30931,2.98230078
mp-555052,3.690992717
mp-22904,2.105012928
mp-560925,3.078741803
mp-541878,2.425900892
mp-17470,5.119824808
mp-1208455,8.577704674
mp-10163,4.269130959
mp-1207560,3.117875354
mp-12455,6.096141557
mp-29144,3.702505268
mp-30205,6.8680023
mp-1201758,2.837003563
mp-29689,5.577519084
mp-1190234,9.111540491
mp-7824,4.32765262
mp-696804,2.389369946
mvc-13940,3.297145997
mp-28380,4.99217771
mp-19851,4.728224744
mp-28496,3.496058137
mp-1185385,10.24698129
mp-999474,5.567857378
mp-27716,5.79327221
mp-558387,4.668174327
mp-1186069,5.960161933
mp-1211516,3.126822488
mp-5962,2.882363055
mp-28696,2.766691212
mp-1095289,3.246150399
mp-1111421,2.455930414
mp-1195247,4.602513648
mp-1194337,6.607972922
mp-22957,3.84477502
mp-9365,4.576567616
mp-27291,4.488788641
mp-3934,4.153629307
mp-1539213,2.389082423
mp-7378,4.941197117
mp-29371,3.940214891
mp-1194520,2.791234879
mp-1194667,4.35162656
mp-1209499,5.146157181
mp-684911,7.152629587
mp-14434,2.309119789
mp-8584,5.632738036
mp-1193603,5.126311308
mp-755177,5.973997727
mp-23230,1.544409244
mp-21781,3.931236144
mp-18315,4.642505975
mp-29352,6.515388813
mp-680539,4.957346415
mp-554442,5.531823453
mvc-15834,2.875053077
mp-30096,3.883058634
mp-1221979,5.282204356
mp-5858,5.883859426
mp-753594,8.659975659
mp-13660,3.834303601
mp-1209215,5.135837067
mp-1222492,4.056059843
mp-569393,7.113139433
mp-541193,8.568749859
mp-13312,5.531882594
mp-19252,2.70448924
mp-23205,3.892507476
mp-1201764,8.478640056
mp-29259,8.539411218
mp-640333,7.087627241
mp-1225971,5.996987854
mp-772788,4.866008263
mp-2632,8.023652628
mp-1203743,6.730183482
mp-561017,5.646093658
mp-782047,3.133246802
mp-22373,6.617905579
mp-15415,3.00157955
mp-1079181,4.845464785
mp-505700,3.873653548
mp-865865,6.508715279
mp-980949,4.093235113
mp-28381,5.042965324
mp-754596,4.130702902
mp-8299,4.368382027
mp-11718,3.671084551
mp-999488,5.445755295
mp-578752,4.901833009
mp-558592,5.289826945
mp-12040,2.60018382
mp-3716,8.720658048
mp-30034,3.329358989
mvc-10634,4.897681677
mp-557715,5.164713664
mp-1206667,9.220625692
mp-1818,1.975682117
mp-1216184,5.084953621
mp-9682,3.012756061
mp-19188,5.093168107
mp-569258,5.097494951
mp-18531,4.608235989
mp-505465,6.303674488
mp-7896,4.476740469
mp-4573,6.961636048
mp-29718,5.70189853
mp-27740,6.614675774
mp-19399,4.904330425
mp-1217676,7.420687509
mp-12442,4.374116702
mp-975237,6.241461131
mp-4044,7.224599801
mp-1539959,3.010368372
mp-1212299,9.100745253
mp-22048,11.24226783
mp-28178,2.325025341
mp-15157,4.042973812
mp-1203081,4.865020333
mp-1195718,2.509436141
mp-16913,6.004620266
mp-559144,7.988477557
mp-756746,4.583301694
mp-19141,2.710457561
mp-3762,3.88140759
mp-16252,4.065394383
mp-28670,7.174386749
mp-8152,4.648299361
mp-1067744,6.306015838
mp-559701,3.439163311
mp-1207186,8.052121621
mp-29628,2.555284856
mp-7368,7.543623196
mp-1205960,3.217879577
mp-14280,3.97982556
mp-21766,4.901912837
mp-8723,2.787132998
mp-1196865,4.951626217
mp-1102079,7.559400382
mp-18464,3.998885986
mp-756570,3.864881488
mp-1105197,5.388606986
mp-27755,1.847700128
mp-1196984,4.673442148
mp-23262,9.060332735
mp-1196650,6.859252977
mp-864617,3.803891393
mp-1212803,7.927198265
mp-27807,2.927319595
mp-1287,1.875647959
mp-19765,5.971593802
mp-27473,3.817417057
mp-14653,3.983889313
mp-21074,7.060928228
mp-1187426,10.90184874
mp-28383,2.026941304
mp-1211949,2.708051529
mp-1102052,7.117166653
mp-675349,6.833100239
mp-27511,3.019812297
mp-15795,5.829049707
mp-999127,5.354838627
mp-1209362,3.574542635
mp-1103893,6.393672111
mp-7118,4.078199651
mp-542180,5.658660371
mp-29269,3.644736802
mp-771255,4.770549962
mp-1179677,3.048232704
mp-571061,4.173122849
mp-1522,4.893651631
mp-19232,2.590692639
mp-620346,5.106292444
mp-976955,3.672555199
mp-1784,4.406028855
mp-29234,4.690692569
mp-30233,3.452881117
mp-30024,2.007388944
mp-652494,5.713502513
mp-561221,4.083329457
mp-1095296,6.277614141
mp-1220879,4.744812574
mp-867893,3.906772512
mp-1193579,5.664093537
mp-29443,3.332330964
mp-505088,5.529209961
mp-23358,8.453441039
mp-776093,4.161430159
mp-12459,4.515086121
mp-1203152,6.685393056
mp-1211643,2.096028871
mp-770128,4.425706348
mp-28938,3.729077463
mp-27899,4.275786164
mp-557022,5.010368349
mp-999450,5.078387225
mp-1208444,5.352137605
mp-1006891,4.677634737
mp-1229160,5.448042962
mp-19146,5.727998083
mp-28578,3.636697965
mp-1219776,4.955399606
mp-569850,5.002318537
mp-24012,8.245502338
mp-9628,4.043761209
mp-1022,1.760820776
mp-557259,2.946658353
mp-567799,4.062148074
mp-17978,3.045382709
mp-1213572,4.490250974
mp-1295957,5.891197337
mp-556627,2.197855826
mp-866481,7.308990017
mp-677152,6.292408422
mp-12453,5.893640699
mp-31149,4.786295793
mp-999289,6.551892694
mp-5127,4.04653802
mp-1025274,6.235659981
