epoch,train_loss,train_mae,val_loss,val_mae
0,6.599938862752923,2.0166924085793445,7.023422597528814,2.097737874303545
1,6.611192782530743,2.018666137423932,6.861191105056595,2.0636050504642527
2,6.615711087469783,2.0200477162247457,6.82282811992771,2.0603378893254876
3,6.606299153921522,2.017167014268876,6.783930432665479,2.061875104904175
4,6.600188857184905,2.016236256470372,6.738410305190873,2.0554416873952843
5,6.613697845624537,2.018718964165983,6.710675622080709,2.040488647890615
6,6.597529271434371,2.014296748572229,6.775127190809983,2.0473870864281287
7,6.620745386271397,2.0211524614111624,6.79505098259056,2.053845472388215
8,6.615974930087587,2.0191471549404167,6.799581978347275,2.0559778279000587
9,6.623497066906445,2.0197687924857806,6.785480069590139,2.0502362866978068
10,6.60091515509468,2.016834693390728,6.787903445107596,2.0522316720459486
11,6.608019220110829,2.0178336743534846,6.743567605595012,2.0427970650431875
12,6.6084515998224225,2.019419562836266,6.752216470110548,2.0457217745728546
13,6.607304629640382,2.018341747969198,6.780215708764045,2.0512868703066647
14,6.620245930127359,2.0204334445672907,6.776567333347195,2.050256684586242
15,6.619417375139517,2.0195418379940278,6.783807314359224,2.0513548458015527
16,6.624244607688961,2.019855079491962,6.783010917705494,2.0524217728730085
17,6.6302429800657015,2.022043734455999,6.797935742598313,2.052531062901675
18,6.604618034003048,2.0161801331254114,6.788394272982419,2.052961236827976
19,6.59685574248474,2.0148894482317306,6.81068267927065,2.0598010073651323
20,6.614250723683906,2.019288580488796,6.774650909088471,2.0508797456929972
21,6.603917935156075,2.0164206857494418,6.797055585043771,2.05420750445062
22,6.616540817130815,2.020303293737905,6.787362392132099,2.0539058237285404
23,6.615169814339795,2.0197163215379446,6.765273088937278,2.050065729644272
24,6.62509601837854,2.022437179160629,6.7268756824535325,2.0380669963228835
25,6.61698815517429,2.0197351061365714,6.774982059394921,2.047764459809104
26,6.6096026994788675,2.017545228475093,6.766612859872671,2.048400926065969
27,6.61194175172913,2.018499840617813,6.782871979933518,2.0524374429996195
28,6.611188203549346,2.0189092719408643,6.773370302640474,2.0522397311179192
29,6.617848479077615,2.020305573951192,6.757030675699423,2.044986436655233
30,6.601056963549148,2.0185037715555962,6.780584733564775,2.0512697932484385
31,6.615340125274798,2.021145319244491,6.814290256290645,2.056011595568814
32,6.6183935967672225,2.02017157437098,6.775027867201921,2.0489204676596673
33,6.602143589862208,2.0156650136098215,6.775288471808801,2.0510276647714467
34,6.623898329086038,2.021264260777011,6.786628246307373,2.048519845847245
35,6.6138078574840895,2.0211991963424083,6.821211175604181,2.056975400054848
36,6.626334646686358,2.0199208814480913,6.763961797232156,2.050030524914081
37,6.621929576034141,2.0216327944947476,6.766143285311186,2.049382841194069
38,6.620103471948427,2.0196082853306083,6.808663525424161,2.056476129280342
39,6.591661292060219,2.0151094480041967,6.755990526178381,2.048243971971365
40,6.618137191359627,2.0199632932362244,6.778462478092739,2.048681352164719
41,6.631426476532888,2.0212805590946537,6.796598455408117,2.054534897699461
42,6.620992591454856,2.0207428630073743,6.780406972864172,2.053293850395706
