0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,name
17870.416,136979.95,1978.2175,1219.5494,50226.824,-9499.142,-2574.5798,-1661.944,-35594.637,-9465.344,7062.9443,-15306.101,-748.4784,14538.146,22882.234,-10095.062,-8067.744,108095.26,13661.941,18163.08,2629.2026,-6036.356,518.7267,3047.7466,3554.871,2910.2502,-16167.83,901.8406,13493.734,95896.945,12427.129,5961.8867,23892.621,-169.82088,-9414.813,2143.9504,19326.652,10686.698,-7741.4004,-74817.14,-87251.17,-10140.594,2693.646,-48283.19,36102.113,5231.648,24073.627,-9285.466,-21868.646,12711.619,3444.0034,5333.5894,3569.5056,166.99847,-12455.222,1035.3801,1585.227,6507.544,1561.5483,3469.966,16415.162,-13816.852,-8097.1235,-24174.611,106.62423,-13774.721,320.79755,-994.0314,16285.729,5096.354,13490.527,32001.305,936.83167,23263.87,13501.9,-577875.8,36747.668,-2286.6409,-3107.7288,-12526.353,-4139.0957,70704.81,167694.36,6061.6396,-344.25046,-23830.15,18052.254,257522.83,10225.875,10716.39,-707181.75,-28440.766,-15566.093,-300777.78,-6100.764,2018.7501,25052.639,6886.0596,137463.48,-18142.842,-153938.1,-56367.434,1995.6274,23463.469,-6340.234,1529.4744,1070.9625,-6893.1943,-20456.305,-8037.026,5133.138,128448.66,-23723.873,-29589.076,275894.8,19820.44,-26153.854,40777.336,3205.146,-12167.171,-26839.494,20049.713,-4645.77,201.36754,199512.64,-180.31776,-40200.383,-3751.6792,4636.325,186026.22,227.85852,-17763.564,-27476.684,-17142.469,-5950.2603,4888.585,-132096.64,83930.76,-1761.2887,4537.942,2018.6683,-10142.768,-53024.062,-70316.21,11036.141,63546.83,-568.5737,-3056.7864,8.601501,8234.48,202.89043,8920.646,24703.89,-815.1649,2717.7812,2681.099,173223.16,-929.9275,-22376.928,2839.3513,-1342.744,5467.861,-12670.747,7580.3223,30323.422,155.943,-240.03613,28482.441,236.81104,-34185.797,-188259.28,-28804.217,28814.65,-5961.5894,5784.2783,4584.5107,1412.2374,937.65686,-9581.794,4408.211,-1255.7993,14507.361,-5559.1914,-1309.3177,-11888.663,18286.408,12387.466,-20266.424,1658.4113,39541.01,14262.72,-40924.273,mp-21246
-520.9729,134412.78,-13125.563,351.26865,-20596.129,-6724.2617,26.593494,-7.2019386,5462.129,-11695.987,-2635.8088,-2830.4282,-41079.31,-20720.354,3967.0562,-31590.867,-284.97992,81624.18,-11940.743,25388.793,1347.1039,-1669.2744,668.099,6758.1104,1698.5375,4416.983,1768.8525,-150.56705,-3864.0383,120033.91,4475.4673,-101959.73,6934.5044,6210.427,-2700.5447,-3928.242,-5223.017,4281.3926,23830.514,-46899.625,-4040.8584,-7536.1475,22299.705,-59759.68,32683.324,7909.5957,3620.3325,-6252.05,3725.6926,-2290.339,44831.746,35030.652,1867.7614,472.26892,85.39804,-2278.4614,1682.5933,-1719.1199,8263.324,3874.7478,-11756.296,-35428.504,-36098.336,-4229.4873,-103.33589,3205.5813,278.23682,-1537.9967,11010.598,-1310.967,11087.646,22269.771,-2121.0444,-11114.605,4626.4414,-636266.3,3720.8337,21978.195,23778.727,11616.96,-13341.685,71830.836,190356.05,1559.9092,-419.5838,-47557.99,5399.988,139413.28,433.39478,-2077.7183,-919074.94,-2877.8555,-7054.8887,-392459.22,6953.7075,-27072.99,-1598.5555,752.5243,185046.17,3438.2493,-58845.68,-5872.729,-1036.8391,-126.28491,-6054.3916,-1101.1171,234.4606,-161605.77,-77464.49,-10347.163,2097.7944,61001.496,-1254.2983,-75944.53,253706.02,21598.826,-45463.76,8494.469,3784.5632,38578.902,5396.9023,30443.574,-2017.4135,42.124,127640.08,-464.16223,-79834.125,7172.9624,20985.16,82922.16,-130.79524,-44373.03,2419.0886,-7332.6187,481.28998,3804.926,-11750.733,76950.18,-23476.73,935.65796,4324.674,-24606.83,-53570.758,-133423.66,-998.25446,-21818.244,544.853,-7468.0405,460.39624,-1605.5405,48711.098,18076.383,15510.45,-3430.1606,-7738.8193,-18148.656,32262.428,14851.05,-18412.47,13291.007,2278.1155,4037.0269,-1027.8298,-5344.912,23554.633,-4189.949,-1629.4528,1748.4485,4012.998,-39754.586,-81620.68,-21844.998,-18523.006,-9376.271,1775.45,-30117.162,-4209.4966,243.34741,-52695.023,6706.7266,2981.3743,-15762.604,-62709.46,-14714.381,8174.4136,4143.1494,7431.9634,3282.9673,-2579.4224,-3888.366,19547.717,-10015.014,mp-961682
14830.351,-98533.664,555.8158,9873.315,16196.433,-39893.31,30366.023,-3889.1318,-29852.588,-27200.922,-14343.005,57.778263,26068.322,-39710.414,13377.994,-9068.472,-4005.337,2232.9226,7577.0127,-13500.743,-10274.65,-7003.145,39125.52,-18445.996,-3227.3674,-10588.591,-66336.2,-16484.346,75301.41,11274.69,1674.9642,38943.168,-4976.018,-11710.768,-6200.5996,14238.638,-1230.3945,-48247.78,-8263.599,-15679.753,-64860.094,-193749.45,13924.783,-456.02948,976.8187,-526.8768,14669.734,-19313.398,29304.746,8477.714,3912.5823,19102.623,9933.918,87.74565,-2417.7075,-14369.523,-40269.227,11399.288,20739.541,-9737.516,-5840.448,-10312.409,-9299.512,-9961.97,-403.21857,-15224.44,-292.8228,-4049.8904,105107.01,-35005.11,-6495.4023,-56255.023,-60938.727,10121.928,25032.254,2462.221,12094.395,-76949.52,37617.625,-7626.5176,47780.03,7555.3804,308150.0,28989.387,-29535.553,7370.767,-16563.873,43033.664,18631.53,-43005.22,-148443.14,64804.273,28569.135,-4434.1143,-13171.671,-11705.093,-15740.396,11292.972,575.44073,-19070.188,-33951.195,-28146.492,14794.608,47949.863,-15980.233,24087.963,1606.9725,-155823.84,-14797.675,-6682.0703,-5227.814,15402.246,-8897.307,7737.1304,-4005.1558,21009.15,19571.236,8926.148,-10354.658,7928.465,56531.137,8802.888,7576.9106,-55.025288,11361.093,870.3865,-2733.4458,-18603.822,88640.82,62026.906,-68.83762,-14505.264,15868.85,299.86725,-24051.812,17285.238,-93286.16,23657.73,8122.464,26269.672,-5395.144,45818.812,-26446.02,-33423.555,-2277.8486,20653.24,710.99176,-2695.6975,6.181694,33469.4,-28623.123,15878.453,23166.625,10261.964,6228.621,-17734.324,-30886.285,25102.863,-19199.807,5639.348,-26240.348,-168.8786,-20942.83,-17172.416,8569.783,12178.1455,39098.32,20705.072,30823.04,-4591.9253,-26231.605,17319.578,13698.072,-2943.7434,53036.895,6069.4883,-34360.0,37383.76,-14916.098,1340.6765,17661.465,54956.906,-45552.094,3177.0767,-8326.2,9915.245,14490.057,-3551.103,-17168.633,20059.209,-113043.71,-13340.098,mp-29096
17382.89,24777.658,-2607.0688,26478.08,12213.193,-19430.219,-16210.716,10539.096,-27367.436,31482.117,-1553.8444,-47417.664,8264.511,-40795.746,2218.936,-12218.982,8508.649,-6581.7065,-449.92035,16252.921,-23410.566,-14024.023,-6311.224,-7953.2217,-751.3226,-23411.223,-14134.799,9133.405,90069.93,5424.4204,2576.837,-12915.732,-7896.6514,-18741.02,-4376.7065,-420.12115,-17828.455,-1144.3975,-10583.426,-6842.6406,2835.2673,-154123.56,2468.169,-4840.5596,4326.6973,13392.737,-3861.842,-79527.28,4839.0327,27749.65,1727.8666,-10482.061,20144.143,-54.18979,-1244.5066,-51.584705,-30212.938,-5536.0825,30357.908,-3220.0452,14066.835,13194.344,-2196.0857,-58633.332,-869.3933,-3820.3088,-127.65693,-273.66052,70163.4,457.72534,6811.006,18459.59,-5346.5063,55693.33,55940.895,5224.9814,-2895.7515,-3498.7944,9018.553,15294.412,-9999.639,17399.355,63745.508,63521.31,-40176.758,-17777.979,-46603.82,19131.865,80310.58,-8582.883,-66124.05,6035.6826,-364.93738,-54.515625,-33620.05,3301.6638,4800.0566,8023.6167,-6832.706,-5760.8965,-21247.457,-18213.836,10294.15,21755.781,789.2706,8895.376,1481.552,-8076.1924,-33549.027,3443.8728,-14869.669,2015.4832,-5766.1177,2109.7175,8361.751,16824.352,5600.6377,2230.4585,-9398.639,8026.641,-48792.79,-26302.37,4990.942,175.84363,58889.426,13.279923,-78107.01,-54290.85,11984.714,-3344.4692,1116.3728,-7527.8184,8638.408,-19237.082,8904.724,-13427.827,-74486.76,73485.484,-2233.3564,38284.42,-13624.374,5402.64,-7164.4683,-7540.4033,-2024.7498,2743.119,-153.56424,-1772.0205,633.0106,-22198.014,436.47214,-3255.126,4302.822,-3303.6926,-58719.547,-3504.6367,1463.3153,-30680.979,-22868.596,-23486.121,-3841.0,2521.9688,-21943.166,-9121.31,19241.332,21016.363,120829.125,-12184.951,14290.525,-19609.652,-18595.898,5915.1265,-627.99945,375.59106,59654.65,-6302.332,-133233.27,11535.865,-5105.9556,-68711.68,-17697.186,-4706.7285,-2527.2163,4156.6772,-5884.115,16487.268,-3659.4976,-6663.7026,2934.284,4563.95,16621.441,-3744.4424,mp-650026
9722.157,1402.0371,-2662.4219,30946.672,-24155.242,-20426.543,-13529.282,1623.5671,-181413.48,-8365.972,-7287.579,8314.795,4430.3223,9859.775,-3332.555,1269.8179,-6076.969,-2976.2188,-72.732834,-4266.4375,-108449.88,-20096.826,-9069.081,-5724.4155,-15710.246,5370.768,5078.971,1433.7535,5552.4614,935.9772,7861.509,-15177.675,16971.201,-24471.16,967.45465,8814.621,43063.223,-6725.7363,769.2571,-24139.342,-20690.861,-54306.656,27924.182,-49976.9,4718.995,5581.455,-3156.9287,-38295.625,21383.178,35732.656,13557.906,10399.793,17378.887,-249.57422,6715.077,-3301.37,2640.5752,141.91595,9850.398,-11473.197,-9353.248,10825.848,-2449.6582,-8937.486,-486.96753,-14526.779,321.51035,-1930.5251,9926.376,6220.7744,-13757.794,20643.033,4025.0178,3515.8042,4769.173,-15394.282,20126.057,9668.555,-5144.5166,-26089.725,18880.484,29669.107,121143.25,25128.387,-8317.786,-27062.58,-2320.0203,68781.695,23748.064,84332.86,-163784.22,-1553.4098,11052.996,-52535.594,-27569.45,-5819.615,2771.3994,-5073.9634,2282.9658,-23506.965,-60374.137,-6420.4155,15264.385,-12222.896,-1911.6301,49371.793,355.2273,-140629.94,8683.891,-24234.383,-1944.839,9750.544,25821.654,-12317.795,-8635.892,8635.135,-18569.086,3318.7734,28916.588,-9604.155,-2311.8247,-12801.573,11993.891,-22.920416,56798.387,-300.403,-88299.52,-12278.326,-5813.366,66325.87,602.7858,-25466.926,-3182.31,-4097.1055,-3155.5889,-35778.863,-24041.686,-12544.013,-91021.29,8936.438,8405.921,-10881.592,-27944.0,-5211.117,14537.313,12491.121,-30.634949,-494.24106,-249.44034,2090.8516,-9031.999,17337.209,19314.76,23371.67,-18982.777,-8815.811,13157.068,19173.809,-49281.84,-11009.729,-7078.5073,129.3942,-30225.223,19887.877,46906.285,17404.08,15614.665,12320.359,10701.731,13252.91,-44746.586,14717.287,5108.0156,35659.785,52157.78,-408.4322,7809.6616,-4433.428,-25173.486,-14336.419,-2432.168,8539.043,2035.747,-29423.115,13663.105,21467.602,38217.297,-9054.379,9135.191,9510.301,12755.333,-20652.088,mp-29502
51201.598,40440.363,-13380.887,6792.914,28459.232,-1291.6141,6361.0137,5591.498,-55675.715,8102.5054,-6441.1074,-15428.66,-3476.1655,-83376.805,12176.329,-17856.498,-15.314135,54156.523,4384.9077,2501.8877,-5683.879,-9958.75,-3057.1157,-24888.363,1457.8654,-10269.001,-35012.727,8076.649,31410.021,86675.78,7470.2065,-5923.388,30394.916,7262.007,-9493.733,-2875.7632,39389.887,-15604.369,25908.88,-62237.754,-46393.63,-2442.2734,17855.6,-60645.066,42645.26,-3027.1992,18166.47,3800.3225,-17379.58,3731.071,13935.466,4289.948,-16179.251,221.8494,-8570.233,2223.3264,8893.672,191.73166,-16644.84,-522.98663,5608.9126,-11084.991,-20820.96,-17585.986,30.482689,-15877.321,419.70413,-1124.003,18166.191,351.21924,35517.008,-12249.645,-150.02309,20763.527,14726.583,-437957.7,1875.9657,36325.46,16308.443,-23859.098,4381.697,18019.818,134461.2,13382.88,7592.104,-69188.25,20668.023,231393.28,28848.729,30637.115,-699790.0,-17048.266,16597.947,-261009.62,-4521.8726,14686.648,591.66364,10236.216,107802.77,-1822.0215,-63631.68,-36068.88,1557.5491,46695.3,-11708.301,4992.8906,1603.8346,-683.5673,-23593.11,-5186.833,1452.0411,67360.08,-887.9848,-25195.037,227058.86,4647.699,-27652.037,3513.7656,9731.224,-7719.0967,-19674.887,26220.752,7455.7285,375.11407,81820.1,-242.43323,-56312.836,342.05402,7116.5435,113485.875,306.41675,-15251.725,-17667.223,-12132.926,75.154816,-17958.107,-81103.59,234293.67,-39637.594,12493.185,19124.432,-2203.1655,-72400.76,-79708.414,-1577.492,37675.72,-265.13135,-8163.787,133.42332,-57681.086,-8885.761,14361.902,7171.9873,54876.43,2180.6855,-10702.083,67448.086,1034.6849,14369.756,-396.7862,5107.886,-1430.8663,-4177.8413,15477.259,-3834.2568,-12542.953,7392.715,3036.45,9615.926,-15085.118,-119592.62,-28277.352,-20975.375,-6298.5024,2530.5254,1839.8932,-4243.653,9159.196,13541.243,-10985.352,-3862.6533,1994.0061,-36306.95,7894.116,-11297.041,22290.02,4512.7026,23672.877,11293.476,-12433.999,26645.02,1528.9034,mp-21526
47047.07,3850.3533,-427.12482,-2802.0686,6799.836,-98.63849,55226.4,-1328.4705,2426.5808,381726.78,-4878.798,-41496.5,26083.777,-24989.514,13246.825,-1286.1466,-4751.4893,-27.431007,2735.7104,307763.4,-87171.17,11165.304,-36352.78,79208.78,-3435.006,-8761.518,2010.6459,2181.3098,14073.432,-2121.2646,6515.5464,-645.8727,-54148.523,-11274.873,-3657.7383,-33753.977,-5662.1406,-17005.768,8121.1465,-11159.852,-615.6201,-2487.6064,10238.196,1209.2291,26.574158,4138.8506,-79.46811,-279839.75,-746.3356,456.2185,8973.177,10574.088,-3687.227,-13.77706,-2243.6875,-9913.462,14418.287,16496.146,67752.375,43211.15,-8313.698,62302.004,-97672.05,-10654.208,573.40173,302.01703,251.64407,-2832.801,17447.668,-5971.2896,17937.617,35889.42,1190.148,-24531.121,42678.945,-15254.836,19609.652,1724.7708,4733.24,71011.92,8851.81,4319.217,5819.6064,133663.84,-89208.64,883.3421,-91901.375,9414.853,21939.418,-55562.062,-4755.021,658.3506,47723.688,24015.777,-5359.258,9190.731,7398.458,74962.66,-112600.75,6094.6914,-12611.94,17265.51,13634.896,-5498.3037,-1331.4231,22118.104,-1625.0333,1995.7822,-5699.79,2980.8157,-27307.656,-8462.6045,12378.5205,37964.72,-59869.926,-18357.41,2393.6204,9608.345,228.30067,327.26675,1403.5981,-106880.164,-8600.179,159.58505,-18063.273,66.388725,-23505.004,-13225.147,-3646.9597,8205.348,277.40848,-9287.398,1979.4393,-9128.586,-3591.1736,1913.9553,-103193.72,-2535.749,67493.695,192117.27,-4201.074,24670.756,-8264.931,74233.07,-387522.56,-12502.842,402.2066,39206.383,-327.48813,11359.288,508.1756,-4443.967,-23026.373,-3971.3513,-21737.73,-16101.048,24234.482,-10979.871,62590.242,-30701.277,-67874.36,1020.3334,3372.9226,-28678.582,42062.223,-1671.7551,211289.97,33457.715,61710.805,-7910.5444,-28164.2,81.17229,-1396.5602,25295.605,137801.23,-31298.844,-130896.74,22437.748,-2641.0337,-114488.484,8014.0806,41734.574,-15896.626,-853.62775,-99629.49,7676.1045,1089.4218,3245.0771,2456.1147,-29126.34,-9008.712,42520.43,mp-561290
73342.164,294830.03,-12522.311,9959.595,34718.13,6114.4526,5972.5586,-4049.9614,-62837.742,-60612.266,-32006.793,-7460.8994,19733.209,-14564.729,83800.27,25231.023,5484.956,157440.55,434.05878,26096.982,-7280.636,-11658.015,7010.24,30694.453,-882.98846,-4927.948,-78445.46,-10927.004,46772.727,49688.555,5465.752,50600.62,24319.541,-4036.6274,-22734.275,-14310.131,16214.088,11489.936,777.042,-50423.277,-223281.84,-7821.821,22437.496,-29744.059,31641.22,-16562.879,5696.8203,-25995.08,6849.4062,23138.77,52303.316,6423.8394,65878.484,97.44392,-2146.0818,5889.9595,-3639.8757,5649.6787,-34730.453,4564.758,65383.473,-8951.877,-10720.272,-47955.836,329.829,-7531.4385,-685.95154,-936.1912,-16308.543,-13871.387,34333.9,91483.92,-1423.6072,15072.744,-16701.504,-632282.4,-49791.59,4263.8984,17506.729,-9072.011,-459.3208,71799.2,182628.64,-5143.1143,7803.189,-31886.375,3230.5588,532474.2,41087.984,-2402.8142,-929556.5,-16611.512,-16190.197,-456853.1,-25445.443,-38286.344,11095.735,10696.242,180031.73,-18349.734,-337864.44,-10053.484,51835.984,-65597.305,3224.3909,-969.13074,16120.467,90328.22,-84864.73,-25726.777,-15723.956,109568.86,32040.664,-9227.406,551512.1,6542.8257,-18083.875,23811.604,19831.697,705.7538,69567.22,21193.707,-338.58185,-550.918,125712.49,343.70944,-205486.06,-71510.58,-640.2228,250417.11,359.83865,-1408.1196,4138.835,-3084.9727,-5287.547,14536.274,-11200.543,162710.48,-49768.254,16245.012,-6763.7705,-4891.3267,-64403.945,-235696.36,15804.976,68332.14,169.4782,10107.356,365.6756,-8750.521,-32569.957,3740.0168,14224.624,-5530.3496,-19133.705,26913.559,42705.777,2202.2363,29795.418,-25958.367,6477.651,27034.19,-11706.941,1833.8864,46597.54,-14659.849,19262.041,64730.13,425.45184,-22805.982,-241296.19,-14680.696,32568.957,6477.503,21845.729,4788.336,-69600.48,10703.025,7809.9824,-9320.027,6163.799,-19602.74,-4259.28,5692.3193,31886.55,-3878.4233,9077.238,25544.85,-29423.613,-2146.2612,10966.829,-31511.125,mp-582011
-8006.5015,3760.2788,4005.3943,-13288.059,-6281.7563,3753.7007,-2769.3425,-1088.865,8139.0835,406020.03,-7151.5815,-28754.908,7708.206,-34078.168,1294.0852,9523.529,705.26117,-125221.84,-497.19864,211029.08,-10843.327,31124.234,-18850.613,37723.297,682.7799,-21355.121,-3356.1096,-6794.501,9139.49,21361.143,1925.0492,12836.183,-3564.2275,12317.05,-16055.497,-1616.4707,-36622.4,42771.277,-7160.2495,-8579.144,-12235.881,-8012.879,-1633.0735,-6712.5312,9797.8955,8542.775,7124.7085,-215612.05,19947.508,-19844.348,2044.5226,10383.166,9157.281,76.60907,-1663.8579,-66519.17,19033.34,2901.372,78072.84,12677.427,2872.5728,-44801.73,-29334.441,-1463.0494,88.09554,10854.419,-26.777246,792.5076,34074.0,-5977.1245,19137.27,48977.125,-9688.554,10558.533,46243.742,10599.371,6196.2666,-5234.2188,2043.1416,14354.672,-9037.725,529.0117,-12979.735,54566.766,-64488.93,-6399.461,-38609.594,17894.52,46316.715,-45992.656,-28208.297,-9909.092,-1616.6357,2815.0232,-2548.89,10451.469,9349.386,77963.516,-37137.793,-1390.6042,-4174.0503,-19720.424,3991.6545,-3821.5273,-1119.6306,-4887.44,-6515.4097,-18550.852,-11592.757,24176.178,-11666.938,-8109.598,2711.3625,27971.281,-49547.34,4599.464,-3930.313,9573.783,1973.6516,-19113.96,52332.49,-163018.28,-3946.745,95.823715,1140.3448,85.2127,-3.0984874,-9618.0205,-386.47806,-10534.78,281.8574,-4195.7896,5485.2793,3596.4895,8214.077,-14481.971,-52264.168,4743.6665,44053.05,114364.8,325.51837,19877.578,2480.255,74959.3,-297122.22,-7593.2964,375.1021,50319.816,16.691616,-44.760868,-5017.9126,-25201.957,14358.517,-747.5254,-42341.797,-9651.041,5288.3496,-24500.812,19712.285,-18731.783,-29688.748,5892.018,3894.912,-22265.95,42410.49,1838.4337,160943.23,22023.38,7628.99,27059.756,-5912.611,6475.9443,-2942.6968,10711.756,58558.766,-61201.504,-37190.71,5157.825,-583.6079,-34970.68,4007.5015,17928.389,-15432.057,1379.8392,-53255.766,-7284.8936,1707.9009,9023.976,-1331.8943,3157.17,-611.7722,58500.887,mp-4529
39367.258,225695.0,-12294.378,13335.443,-7254.595,1746.4094,12858.187,-12751.515,-15907.508,14028.735,6450.965,-5516.9414,-960.8041,53498.99,13439.486,-25361.5,-2239.337,-12703.166,3822.527,8307.7,-69182.89,-38639.234,-20931.75,-22709.814,2099.625,-43802.42,-22201.334,-2692.9019,251187.44,47192.285,8311.966,-9860.066,-22014.453,-3599.5703,-48875.08,5733.179,26652.438,-96300.555,70329.336,-31155.137,28235.54,-207526.48,20488.973,-14525.687,-3449.417,10181.542,40063.652,-49101.477,-33424.707,-112091.72,13369.275,-10641.34,6760.213,248.49582,466.74026,45755.156,-3104.891,42773.19,90591.375,-7392.197,-12180.184,-6680.739,38088.953,-48002.547,-24.10963,-3326.4014,-651.964,1546.337,34640.445,-4705.963,-20889.914,44415.688,-62214.26,10032.117,68865.21,-7476.6445,19539.28,-281.4042,60193.6,-7577.516,-3318.3528,6707.5728,208031.88,110396.29,2613.5017,-39272.97,-36181.48,154639.73,47018.9,-34317.31,-43537.17,29315.4,18372.729,-11310.328,-35325.082,15074.123,1155.8025,-12839.723,-1839.6847,-2654.4265,-21211.896,-55995.66,17348.621,-35306.5,4435.5063,18326.287,-16795.516,-32115.146,-30331.467,-22810.605,5930.47,59398.418,54106.08,9148.492,18274.875,30302.234,-60778.684,43966.88,-26459.262,-20608.08,-83348.734,-10863.908,25014.594,-217.09448,4441.0806,959.07153,-84322.414,-10521.598,7516.1064,10753.294,907.07007,-17204.594,-11466.989,26661.3,-50597.79,13360.928,-26097.38,29724.842,321.78616,43842.61,12356.225,-22439.201,-23470.596,-45071.164,-3437.6409,13557.372,-1429.5525,8140.6494,165.693,-10264.62,27784.785,11972.313,5073.5215,-39445.605,-17104.25,2721.4011,-20089.758,18211.14,10089.14,4154.6226,-34634.33,11182.906,-21049.617,-45250.082,-217505.95,14399.457,37888.43,25965.691,47823.984,-1898.4558,-39854.82,-24467.992,-17390.668,-30135.51,27208.799,-21855.402,-9832.581,41920.99,-3442.3887,-63478.25,34279.215,-20537.182,19449.04,-8156.446,-7592.3296,88079.86,-24264.37,909.5027,3429.9163,126210.17,38554.57,-3540.5012,mp-1030663
-10986.461,443.89087,5666.3003,-1434.8259,12636.567,-1632.8966,25817.598,1734.6091,-4274.5347,290061.62,20468.95,-28249.959,6054.006,-12269.819,3240.3796,728.43695,2603.1626,-109748.664,3849.507,226954.67,-21040.373,-14258.64,-14798.643,65741.6,-1908.8508,-29584.963,4889.5454,11540.735,5822.9727,8631.52,937.1854,2364.7856,-13005.64,-6017.29,3795.1636,-39312.797,-14925.047,-5441.7124,-25004.05,-22475.434,13301.699,-8103.388,7626.6445,3501.5437,2071.8223,849.13214,7863.6064,-282796.2,-25434.445,2006.2742,5454.4175,-2631.1765,1688.9303,59.364304,-3924.6545,9443.57,8469.365,-744.9065,95871.37,34412.016,2386.285,30291.17,-40976.44,-7750.0356,-133.304,-597.91626,244.06964,-106.16873,43006.918,-4993.705,4800.8926,18518.793,-17448.018,-5601.121,16457.979,-8035.272,27047.879,-847.65533,2100.6113,56447.68,-12512.292,4818.5293,-5840.1973,138148.5,-93159.27,-2099.5166,-53984.918,6439.3105,18241.723,-22311.56,-13396.081,15674.361,-543.27075,13989.553,147.89255,11134.842,-2661.3948,97617.45,-53656.992,2437.3296,-2357.497,1212.6399,524.6574,-10930.5625,-4225.0195,-698.34814,-3176.9438,3899.4954,-11107.625,6256.6025,-15777.097,-3627.2615,15517.204,18672.049,-49167.27,-23067.758,8732.546,-8601.843,-6765.1763,-4929.2783,3772.407,-141452.33,-1885.8597,-129.87482,-22116.252,13.413438,8633.109,-6117.016,20652.24,-12800.904,-192.88536,-2669.8818,-3147.79,-705.3039,-1417.356,1901.5037,-51659.664,17025.717,27464.523,135814.73,-1036.3197,22281.744,-460.63208,67557.234,-262636.22,-69695.46,-903.4729,14617.433,57.665016,-1516.6167,-129.8775,-15690.251,-11004.062,1966.3049,-27578.549,-7951.163,18693.541,-6668.6094,-24764.125,-10851.534,-43388.137,-680.61847,4846.2744,-21906.88,17177.7,4765.976,184574.0,30512.602,-419.13867,14563.839,-5332.1206,3055.5303,12669.571,17817.168,19390.941,-32065.938,-97730.86,13319.279,-5756.3423,-103631.82,2892.86,-15938.678,-1523.8464,1467.2474,-27264.482,-3055.6797,5300.7373,23288.354,-3239.9253,-30615.133,-4087.3901,67559.23,mp-4200
-8920.594,44686.383,-8845.072,11339.313,19774.805,-16020.818,-14992.647,-2842.6086,-25503.23,137434.61,4444.8325,-37678.258,4279.4717,-8962.287,812.9444,-36176.5,10125.988,-26227.488,-6644.2314,15979.949,-37065.21,3616.5642,-5830.956,3993.5347,-1695.2535,-5967.26,-10118.055,47673.906,20833.48,10727.25,-7753.6323,-995.5727,-3470.3684,-6791.1436,5154.0073,-12851.655,35270.547,-3117.2996,20022.467,-29833.578,-4459.7817,-32496.793,8342.23,-1181.7078,-29575.379,25770.094,13220.178,-92480.95,-1854.9685,16182.414,15624.353,11700.213,-17416.54,279.96176,7118.469,16575.465,-2083.002,-3268.4424,12734.201,12018.106,10091.33,8080.4023,-7579.292,-9251.128,-1036.8403,-9846.572,-533.0565,-946.7985,86499.69,2183.3333,17865.785,19723.355,-9142.592,-30697.162,43491.96,4382.2593,-18173.838,-5067.8794,8227.978,7284.5566,791.35535,3977.2742,24910.752,95831.37,-38664.957,1753.8739,-42716.266,25013.05,61858.88,-12932.7705,-39510.176,9387.983,2403.9165,6850.6816,-378.4381,12288.501,-582.74646,22366.164,-14095.911,3382.2673,-8805.473,2846.0867,1328.0433,55167.867,12559.5,11464.803,-9319.122,-2264.6345,-31656.885,-21966.295,-17843.617,-545.5468,8393.815,1982.5947,-5933.7466,-6803.5845,-89419.7,13169.492,21035.324,8907.458,4120.244,-13324.274,1544.9991,227.97299,7076.46,-538.2371,-53800.21,5838.1787,1227.8966,12247.21,652.4619,-11072.45,2480.2544,-4140.6367,-9649.334,13692.878,-74159.73,16089.665,-1375.3171,16999.682,203.94821,9813.4375,-14322.567,-2294.1343,-35426.83,-20352.514,2577.28,23499.5,-58.997166,-6462.3677,-14287.811,-10162.02,-2191.437,-9127.52,-39444.48,-9240.851,14138.665,4111.919,-72154.016,-10007.953,-21728.248,-525.6724,-9019.166,-2679.3516,3403.7148,3821.4429,40397.957,905.11365,13226.958,1787.6049,-48996.246,-260.93887,-1481.6617,-449.56647,86577.27,-20014.625,-144415.1,6355.416,-4652.3906,-86900.305,-7623.4683,51914.066,3313.4043,1102.7336,20750.469,15585.291,8380.764,20456.139,-9728.058,-107984.016,16370.4375,11103.248,mp-38951
